Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,DFC_126_2_Proteins,DFC_127N_2_Proteins,DKO_127C_2_Proteins,DKO_128N_2_Proteins,DKO_128C_2_Proteins,S3FL_129N_2_Proteins,S3FL_129C_2_Proteins,S3KO_130N_2_Proteins,S3KO_130C_2_Proteins,S3KO_131_2_Proteins,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm,DFC_126_2_Proteins_norm_log2,DFC_127N_2_Proteins_norm_log2,DKO_127C_2_Proteins_norm_log2,DKO_128N_2_Proteins_norm_log2,DKO_128C_2_Proteins_norm_log2,S3FL_129N_2_Proteins_norm_log2,S3FL_129C_2_Proteins_norm_log2,S3KO_130N_2_Proteins_norm_log2,S3KO_130C_2_Proteins_norm_log2,S3KO_131_2_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Thiosulfate sulfurtransferase,Tst,P52196,Thiosulfate sulfurtransferase OS=Mus musculus GN=Tst PE=1 SV=3,22117,Tst,ENSMUSG00000044986.8,True,True,False,18,5,22,5,5,15,,0,,472.2,595.6,537.8,548.0,476.0,470.5,519.3,457.5,477.3,436.7,508.7073188604626,549.7622129183666,488.57046355697554,512.5490605739489,489.0731211972561,494.77806806087057,502.0648716751252,477.32126051488416,486.10623461960364,474.89511859334664,0.030791147609757985,0.14276304573350096,-0.027478054682161357,0.04164540120175886,-0.02599452477390507,-0.009263151398007707,0.011829083437579158,-0.0610841056936966,-0.03477306532335689,-0.06843577611149598,8.95990089281869,-0.0907194894230603,-0.05604728172929901,0.0508219229580806,0.085494130651842,-1.5524482454621202,-0.9591158938054369,0.972350033619558,1.3355563330819198,0.155893719243416,0.36322371319042995,0.356959745424568,0.215357062783549,1.96105083984752,0.192255102578926,0,0,0,0
Phosphotriesterase-related protein,Pter,Q60866,Phosphotriesterase-related protein OS=Mus musculus GN=Pter PE=1 SV=1,19212,Pter,ENSMUSG00000026730.12,False,False,False,25,8,30,1,8,2,,0,,141.7,156.2,164.5,178.7,152.0,135.6,163.6,145.6,147.4,130.3,152.655288188326,144.17874019114984,149.44187663652377,167.13962978935157,156.17461013021622,142.59703725622538,158.17025419998166,151.90814323708662,150.11954532354824,141.69643680493033,0.013530457531806483,-0.06888866147394701,-0.017162632699756486,0.14430673562803253,0.046412818594410155,-0.08480310264489077,0.06473119952420614,0.006452099678905476,-0.010635284047818772,-0.09394363009094242,7.24060329958603,0.0855314091453021,-0.0226729865929398,0.090561245327514,-0.0176431504107279,1.13934495153926,-0.302021831150926,1.3487361487767602,-0.21454338014691698,0.28475669304829304,0.769683174184306,0.21125359280699998,0.8350345340319381,0.7385576883168149,0.5558036457213988,0,0,0,0
ATP synthase protein 8,Mtatp8,P03930,ATP synthase protein 8 OS=Mus musculus GN=Mtatp8 PE=1 SV=1,17706,ATP8,ENSMUSG00000064356.3,True,False,False,60,7,73,7,7,MT,Acetyl [K46; K48; K54; K57],0,,598.0,738.2,912.6,737.7,741.7,819.4,804.8,636.8,765.4,711.8,644.2333262993575,681.3876184962025,829.061742361651,689.9770839149674,762.0704495630355,861.6815068418222,778.0893678492986,664.3894616303348,779.5217095701752,774.056206582881,-0.2062325766790991,-0.12534013774867248,0.15766367674493686,-0.10726742347457474,0.0361085035619535,0.21333885132071195,0.06611999600962903,-0.1617866803544974,0.06877333214725212,0.058622458472353145,9.53767205996438,0.194621276157992,-0.15119305357679902,0.0402985488557359,-0.305515780879055,1.9121875048258201,-1.48549775016026,0.44267456996658505,-2.7402058229229103,0.0890463016024637,0.17248691179551,0.6687302687081429,0.0234037638993999,2.5985736000813398,0.11845571496006,0,0,0,0
Transcriptional activator protein Pur-beta,Purb,O35295,Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3,19291,Purb,ENSMUSG00000094483.2,False,False,False,40,8,19,6,7,11,,0,,51.5,68.4,74.3,69.5,63.3,56.6,64.8,59.2,60.3,57.0,55.4816326160818,63.135888790490725,67.4986713318767,65.0039410764406,65.03850540291242,59.52059224706753,62.64934273935704,61.76484944804621,61.412541268724276,61.98539445802784,-0.16649844489932253,0.019951633686280168,0.11635041763254428,0.06201850261372055,0.06278541810811245,-0.06511980453304389,0.008790687883390547,-0.0117226564745323,-0.01997538282649458,-0.006580371190665346,5.96043678116972,0.15365818505798098,0.0154050881609313,0.0931442496153547,-0.0451088472816945,2.2785390284203797,0.22843621768468697,1.54422943890916,-0.6106212007038649,0.0494468071120093,0.8245506295177489,0.157851227899504,0.5569596248541949,1.9666550843448303,0.19139852210879002,0,0,0,0
Ubiquitin-conjugating enzyme E2 D1,Ube2d1,P61080,Ubiquitin-conjugating enzyme E2 D1 OS=Mus musculus GN=Ube2d1 PE=2 SV=1,216080,Ube2d1,ENSMUSG00000019927.6,False,False,False,47,5,25,3,4,10,,0,,226.3,220.8,223.2,224.7,205.3,204.9,210.7,209.6,232.8,196.3,243.79598953435556,203.8070796043911,202.7685523724748,210.16382100541298,210.93847012982496,215.47295673894234,203.7070449873847,218.68095345119065,237.095184201642,213.46899880896257,0.1773371700898645,-0.08113305662857417,-0.08850330328399014,-0.03682288802436773,-0.031514991418752025,-0.0008304105608045731,-0.08184134839105361,0.020490347226843397,0.137129135974579,-0.014310654983723303,7.75219341337684,-0.100382450973013,0.0891054888818319,-0.100050003648271,0.0894379362065747,-1.17354510870261,1.04170907984644,-1.30771801810325,0.9544938588613109,0.271498173982059,0.325443354805781,0.22424673578077897,0.365430412293452,0.8766251035760421,0.489505244533664,0,0,0,0
"Methionine--tRNA ligase, cytoplasmic",Mars,E9QB02,"Methionine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Mars PE=1 SV=1",216443,Mars,ENSMUSG00000040354.14,False,False,False,11,8,26,0,8,10,,0,,65.0,69.2,72.9,72.8,68.5,68.0,60.9,72.2,63.5,65.1,70.02536155427799,63.87432023833272,66.22682557326799,68.09045914194066,70.38132101263034,71.50883874205994,58.8787804448587,75.32807652278609,64.6715816013929,70.7938452494318,0.045978786260865157,-0.08666270824794076,-0.0344830332641628,0.005553920516498501,0.053293851842611595,0.07622283408772734,-0.20415095177995024,0.15128895009864074,-0.06876684775209974,0.06172519823781819,6.08382683585477,0.0284635406918552,0.112046492374232,-0.0399608538298031,0.0436220978525741,0.28878598927061105,1.13680365682171,-0.45329085987577294,0.40402023888006894,0.779462572934673,0.285762180076728,0.6613590984416969,0.695883654371263,0.4616192921981479,0.7161377462370121,0,0,0,0
"Glutaminase kidney isoform, mitochondrial",Gls,D3Z7P3,"Glutaminase kidney isoform, mitochondrial OS=Mus musculus GN=Gls PE=1 SV=1",14660,Gls,ENSMUSG00000026103.14,True,True,False,9,5,19,0,5,1,,0,,89.2,105.1,119.7,113.2,99.2,103.6,102.5,102.8,101.9,87.0,96.09634231756303,97.01143146024232,108.74281236104495,105.87692273169893,101.9244824007727,108.94581902466777,99.09811158617434,107.25382640640457,103.78006559341632,94.6092862780425,-0.08892071658839296,-0.07524747677623456,0.08944590449865508,0.05091402829593772,-0.003973510472148334,0.09213669078283271,-0.04454467014722052,0.06955497755160156,0.022055211900439353,-0.11142043904547272,6.67533033070851,0.12754623745646199,-0.0303994268489474,0.0520655573052915,-0.105880107000118,1.7303967619099399,-0.41242353229974893,0.7897389717670509,-1.3112991827576699,0.11853545380983999,0.689939624585537,0.4505283809242821,0.223086084442122,1.07057330240439,0.41029045757541,0,0,0,0
Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],Nudt2,P56380,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] OS=Mus musculus GN=Nudt2 PE=1 SV=3,66401,Nudt2,ENSMUSG00000028443.6,True,False,False,49,7,24,7,7,4,,0,,477.1,530.7,534.4,550.6,495.8,464.9,492.9,498.8,469.6,460.4,513.9861538084004,489.8569617121846,485.4816952860687,514.9808626861611,509.4169190957974,488.8891048703479,476.54106537390567,520.4105896061732,478.2641688191198,500.6679931311582,0.046700226216158214,-0.022668725586246552,-0.03561236823024316,0.049489551800167675,0.03381760696824898,-0.025522014644206337,-0.062428727128247985,0.06462104992794337,-0.057221559414770695,0.008824960091217804,8.958885458967961,0.00388251319777133,0.0493835210876945,0.0104901133112616,0.0559911212011848,0.0627123160924049,0.7976675999414959,0.189441483334386,0.8255976362980029,0.9514032403650479,0.44614722712547705,0.8540636114309509,0.430942691468504,0.36254211087534494,0.781773233351259,0,0,0,0
Protein argonaute-2,Ago2,Q8CJG0,Protein argonaute-2 OS=Mus musculus GN=Ago2 PE=1 SV=3,239528,Ago2; Eif2c2,ENSMUSG00000036698.10,False,False,False,10,7,18,4,7,15,,0,,11.3,15.0,19.3,16.2,11.4,18.4,14.1,10.1,7.7,9.2,12.17363977789756,13.845589647037439,17.53330224367726,15.15199777609119,11.713095759766217,19.349450483145628,13.632032910878616,10.537584111913288,7.842065800483864,10.004660158137826,-0.06781247339032381,0.11785344046065482,0.45852468552642023,0.24793496905186707,-0.12345062599109546,0.6007195398564784,0.09542766856195106,-0.27602890818729575,-0.7022674028672866,-0.3509008930213646,3.67350115000533,0.16931585932723298,-0.7911393389011949,0.63740207755438,-0.323053120674048,0.8203284403045401,-3.8330378649887002,3.4526981382975097,-1.42880659801052,0.433783782776543,0.004216099935000489,0.00754477247505722,0.187733898030293,6.16694058917062,0.0152136704012749,0,0,0,0
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,Ddost,O54734,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2,13200,Ddost,ENSMUSG00000028757.4,False,False,False,17,8,28,8,8,4,,0,,48.0,54.3,47.6,55.4,52.1,52.8,52.1,47.8,44.7,52.5,51.711036224697594,50.12103452227553,43.242755792696244,51.81609116021308,53.53090255121227,55.52451008207006,50.37084501111886,49.87094262865893,45.52471964696477,57.09181068502564,0.027875599481506086,-0.017180422552365293,-0.2301381487552172,0.030803571894930215,0.07777536180117028,0.13052814283641823,-0.01000768187983514,-0.02439714327984266,-0.15594648270037048,0.17068720315360686,5.66452471032683,-0.0458673268176044,-0.0634790380871584,-0.0373009307441681,-0.054912642013722,-0.38971640382248296,-0.539356098510252,-0.35433979665086,-0.42591895958318204,0.7060520658151109,0.603078331432719,0.7314643588867751,0.680440871284821,0.246183836306132,0.861991340244231,0,0,0,0
TAR DNA-binding protein 43,Tardbp,Q921F2,TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1,230908,Tardbp,ENSMUSG00000041459.15,False,False,False,19,6,20,0,6,4,,0,,170.7,188.4,184.8,190.4,188.5,165.5,218.8,184.0,197.4,169.2,183.8973725740808,173.90060596679024,167.88364013635012,178.08273929430632,193.67706585227472,174.03989429133705,211.53821282980434,191.97182936554904,201.0420505214954,183.99874986488263,-0.013024184111810833,-0.09366209175647988,-0.14446340165964067,-0.059377361858851785,0.0617280766661521,-0.09250700583999194,0.1889932476216769,0.048969568671247465,0.11557223956017193,-0.012229087292465302,7.53578124133936,0.00597224231669991,0.00252778608880977,-0.0981418025970981,-0.10158625882498801,0.0617965399469087,0.0261557428066129,-1.13536571561772,-0.9595576725064381,0.9521118766142059,0.979719278857775,0.286332365908653,0.363013310059212,0.737891345695629,0.556145136978203,0,0,0,0
Proteasome subunit beta type-2,Psmb2,Q9R1P3,Proteasome subunit beta type-2 OS=Mus musculus GN=Psmb2 PE=1 SV=1,26445,Psmb2,ENSMUSG00000028837.8,False,False,False,24,5,20,5,5,4,,0,,318.9,295.9,369.5,344.9,307.4,289.0,329.4,310.9,313.4,293.4,343.5551969178346,273.1273317705585,335.67643414708533,322.5879032699908,315.84259969755567,303.9125646537547,318.4674922583983,324.3697921182021,319.1822625807328,319.0616619997433,0.11586764454227527,-0.21510057074577915,0.08239699538737888,0.02501807772362241,-0.005468492369541167,-0.06101794071696709,0.006471853985038578,0.03296520849749918,0.009706219005918726,0.009161004690538377,8.3085304519098,0.0835986566822413,0.0445505207639538,0.0167047161825007,-0.0223434197357868,0.918607323654053,0.489534596254624,0.20522237642704602,-0.224124650662341,0.382899079298527,0.636488220085979,0.842087985967457,0.8278004134169759,0.361259972040976,0.7826442597568549,0,0,0,0
Guanine nucleotide-binding protein subunit beta-4,Gnb4,P29387,Guanine nucleotide-binding protein subunit beta-4 OS=Mus musculus GN=Gnb4 PE=1 SV=4,14696,Gnb4,ENSMUSG00000027669.14,False,False,False,20,5,20,1,1,3,,0,,7.6,7.8,6.2,4.6,7.3,6.3,5.3,5.0,6.7,5.8,8.187580735577118,7.199706616459468,5.632459788124301,4.30241912160614,7.500491144411701,6.625083589337905,5.12409747713877,5.216625797976876,6.823615696524921,6.307285751869499,0.4051189460515836,0.21961983724053225,-0.134553172941275,-0.523170209362235,0.27866678713769,0.09962037571289173,-0.27102036086013337,-0.24520133275085554,0.14221811530909445,0.028701014462704677,2.62831828159181,-0.43872159003466293,0.0609392582472696,-0.101591464062254,0.3980693842196789,-1.9869580637509798,0.27599223134619105,-0.514412981360329,1.6457650980972702,0.0790528385316602,0.7889546452275451,0.619689232646317,0.13514736371234698,1.4789551711118103,0.28640647703285904,0,0,0,0
Synaptic vesicle membrane protein VAT-1 homolog,Vat1,Q62465,Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus GN=Vat1 PE=1 SV=3,26949,Vat1,ENSMUSG00000034993.7,False,False,False,13,5,28,5,5,11,,0,,163.9,194.9,213.2,195.1,192.6,189.7,193.6,182.4,189.4,199.7,176.57164244224867,179.90036148050646,193.683939810984,182.47868926638216,197.88967046762923,199.48862807895247,187.1745795422766,190.30250911019644,192.89444968982386,217.16637321523086,-0.11666417072046897,-0.08971974879175271,0.016786497003098866,-0.06918984523814764,0.047778473673205646,0.05938867319652452,-0.032533320576663805,-0.008623250788764913,0.010893797891780466,0.18188289435117877,7.580774024019741,0.10165033490216499,0.0479568041748051,-0.06292610533868,-0.11661963606603999,1.3503843536558797,0.637087109170129,-0.934618649963212,-1.4142612505181202,0.210745141481878,0.540359060705743,0.375031704032009,0.19183019039592802,1.6162227711166697,0.25493269267079605,0,0,0,0
Peptidyl-prolyl cis-trans isomerase FKBP1A,Fkbp1a,P26883,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus GN=Fkbp1a PE=1 SV=2,14225,Fkbp1a,ENSMUSG00000032966.14,False,False,False,41,4,23,3,4,2,,0,,36.4,36.7,38.3,35.6,33.2,33.2,33.1,27.4,33.3,26.9,39.214202470395676,33.8755426697516,34.79406611050979,33.29698276721274,34.111822738968286,34.91313891524103,32.00143896099874,28.58710937291328,33.91438846183281,29.252756331946472,0.2369896051097129,0.025857403524515377,0.06445463089982528,0.001004797850169048,0.03588519190761641,0.06938341586291852,-0.05624987631309608,-0.21902190726203496,0.027510824225602803,-0.18581408580522485,5.056314749288799,-0.0976419640979076,-0.13234182605546302,0.15955659649975698,0.124856734542202,-1.0344313950717,-1.40204614908829,1.8898831653986001,1.2074983208231498,0.32864731699152,0.19532979378125304,0.0922522938274948,0.25883248573464496,2.6659739950818997,0.112844781826732,0,0,0,0
Caveolae-associated protein 3,Cavin3,Q91VJ2,Caveolae-associated protein 3 OS=Mus musculus GN=Cavin3 PE=1 SV=1,109042,Prkcdbp; Cavin3,ENSMUSG00000037060.3,False,False,False,32,9,30,9,9,7,,0,,533.8,609.1,617.7,525.1,550.7,541.4,619.4,536.7,568.4,537.4,575.0698153488245,562.2232436007002,561.1565179232872,491.1304958163879,565.8247223599348,569.3365484551654,598.8426372339159,559.9526131548379,578.8870390902633,584.4026488025291,0.028061811257577673,-0.0045322040304274225,-0.007272079467126602,-0.19956889658339527,0.004679909916163183,0.01360641293555176,0.08650164075894295,-0.010370561244902987,0.03760655260171575,0.05128741385591162,9.139531493084199,-0.0791518256583572,-0.0238795584430012,-0.0935614904490283,-0.0382892232336722,-1.0727697237084899,-0.323647207125087,-1.41774364667527,-0.473730672362752,0.312038113217393,0.7537984002129041,0.19084248165598602,0.6472762230846539,1.0698026399949,0.410575802698359,0,0,0,0
Ribosomal protein S6 kinase alpha-3,Rps6ka3,P18654,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2,110651,Rps6ka3,ENSMUSG00000031309.15,False,False,False,13,9,20,0,9,X,,0,,211.0,250.8,243.0,247.7,200.1,234.2,209.4,226.5,238.4,209.5,227.31309673773316,231.498258898466,220.7560852442266,231.67591661344366,205.59565452010702,246.2848534322123,202.4501908892186,236.3131486483525,242.7985047838121,227.823511209769,0.003048388162206095,0.02936892313998296,-0.039179212875347424,0.030475659786775466,-0.14182264787692578,0.11869548467385016,-0.1640654165328641,0.05906748436767728,0.09812711727314305,0.006284219881506736,7.825488609632161,-0.0663840559729252,0.0771779064369502,-0.10466834082927401,0.0388936215806011,-0.7371104741058371,0.856962449348356,-1.2993888781279,0.394236254519836,0.48033179216051103,0.41429528639221797,0.22696586169749103,0.70283214684349,0.617005309655026,0.6216429970665961,0,0,0,0
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,Ndufb6,Q3UIU2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Mus musculus GN=Ndufb6 PE=1 SV=3,230075,Ndufb6,ENSMUSG00000071014.10,True,True,True,46,8,47,0,8,4,,0,,251.1,279.2,311.5,274.7,281.8,228.1,307.6,282.2,254.4,254.2,270.5133582504493,257.71257529685687,282.9856812904386,256.92924624026233,289.53950746509827,239.8700899568216,297.3910158429973,294.42636003781485,259.09370644715517,276.43311002159084,-0.00732503710906407,-0.07726193840062656,0.05770418159464974,-0.08165375333195435,0.09073534157874619,-0.18077159946345045,0.12933618954993165,0.11488196708311982,-0.06955090285288534,0.023905551351528942,8.08688106458038,0.06455541103532701,0.0487965768173506,-0.00081694858010728,-0.0165757827980837,0.631226475543398,0.47713569953327606,-0.0089310451375569,-0.14795715769262602,0.5440098507947609,0.6449443823893729,0.9930742413253411,0.8857263171902969,0.212068146550026,0.8854913514512719,0,0,0,0
Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,Samhd1,F8WJE0,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Mus musculus GN=Samhd1 PE=1 SV=1,56045,Samhd1,ENSMUSG00000027639.16,False,False,False,12,7,16,0,7,2,,0,,117.9,125.7,132.3,134.6,124.6,129.4,132.1,129.5,131.1,122.8,127.01523272691347,116.02604124217375,120.18942418852339,125.89252473221444,128.0220817251641,136.07711372386112,127.715712590572,135.1106081676011,133.51880862901746,133.54046384992665,-0.01291515157879175,-0.14346803436776145,-0.09260672421602667,-0.025724057975483383,-0.0015240058848782212,0.08650776703893026,-0.004980651343057474,0.0762242728817828,0.0591263079065234,0.05936027753875894,7.00177286875837,0.0382399969478175,0.0241400615944212,-0.10485521546781801,-0.118955150821214,0.5978152354863779,0.3773874936867171,-1.8327117892664297,-1.6976249872346398,0.565096296316377,0.714866560442058,0.10097411525003501,0.12473228810753399,2.23875776043098,0.154792296127457,0,0,0,0
Predicted gene 10260,Gm10260,F6YVP7,Predicted gene 10260 OS=Mus musculus GN=Gm10260 PE=3 SV=2,,,ENSMUSG00000069117.3,False,False,False,33,7,33,0,7,13,,0,,489.0,561.1,613.0,563.5,543.4,534.1,466.7,487.4,503.6,469.3,526.8061815391068,517.9173567301805,556.8867500193865,527.0463423967522,558.324231215523,561.6598642960913,451.2106212416347,508.51668278678585,512.8914723537239,510.34641437109593,0.012638831503261727,-0.011911535095968873,0.09275052430566078,0.013296378696002975,0.09646972753531458,0.10506327016077677,-0.21083241440352118,-0.03833833774657336,-0.025979858373993636,-0.033156586580936676,9.02848963253615,0.0671418953086818,0.0203929778875409,0.0999971377461595,0.0532482203250186,0.767961099434532,0.23325248188570202,1.27875752055784,0.555981190831266,0.4627093682745779,0.820924629491103,0.23382047520503801,0.5921392685969971,0.815183399550479,0.517928553600584,0,0,0,0
Cystatin-C,Cst3,P21460,Cystatin-C OS=Mus musculus GN=Cst3 PE=1 SV=2,13010,Cst3,ENSMUSG00000027447.6,False,False,False,41,6,32,2,6,2,,0,,138.0,137.7,138.1,150.5,135.9,127.8,139.2,142.5,130.7,148.0,148.6692291460056,127.10251295980368,125.45849947418803,140.76392995689653,139.6324310308973,134.39455281228322,134.58006958824845,148.67383524234097,133.1114285874339,160.94453297873895,0.0974551934268284,-0.12865832833345348,-0.14744066991680072,0.01862681538111488,0.006983178178362692,-0.048176217686731526,-0.04618611042130549,0.09749989056718444,-0.062016440199946565,0.2119126890047438,7.118507072438519,-0.0250086579991242,0.129646543844682,-0.12307560524310301,0.0315795966007038,-0.24872372881348398,1.28940032743698,-1.3685284148142498,0.28670996481793104,0.809307784560907,0.230263165475327,0.205216535884792,0.7810002524406171,0.832192172513732,0.5098900909919121,0,0,0,0
Epiplakin,Eppk1,Q8R0W0,Epiplakin OS=Mus musculus GN=Eppk1 PE=1 SV=2,223650,Eppk1,,False,False,False,5,6,37,2,2,15,,0,,28.8,40.0,41.2,42.1,39.9,28.9,40.0,33.5,29.7,26.6,31.02662173481856,36.92157239209984,37.428603753342124,39.37648804774315,40.99583515918176,30.39125646537547,38.67243378972657,34.95139284644507,30.247968087580617,28.92651741374633,-0.15894001400554458,0.09201736009715322,0.11169459579921259,0.18488780959129247,0.24303071642416274,-0.1887903133422011,0.15885892629553666,0.012903314763698326,-0.1956084024037681,-0.2600539932195334,5.11437472964767,0.21333236755908702,-0.1326206667632,0.327457400891424,-0.018495633430863,1.692735430349,-1.05230961431298,2.90497332061009,-0.13397103658417,0.125681955064562,0.32081943153864195,0.0179472660197645,0.8964529371471409,2.88729694834086,0.0965472734785553,0,0,0,0
"Solute carrier family 37 (glucose-6-phosphate transporter), member 4",Slc37a4,A0A1L1SUI3,"Solute carrier family 37 (glucose-6-phosphate transporter), member 4 OS=Mus musculus GN=Slc37a4 PE=1 SV=1",14385,Slc37a4,ENSMUSG00000032114.9,True,False,False,21,6,14,0,6,9,,0,,71.4,86.4,76.9,78.0,66.5,79.0,77.8,86.1,88.8,66.6,76.92016638423767,79.75059636693565,69.86067059786431,72.95406336636499,68.3263919319696,83.07644500915787,75.21788372101818,89.8302962411618,90.43836923155416,72.42503984043253,-0.011529096973751152,0.04060432693090288,-0.15041048897717335,-0.08790264528048652,-0.18244803496462492,0.09954850166659135,-0.04381526404799008,0.2123111112604139,0.22204399759057836,-0.09840240720445514,6.2768190752026705,-0.154791338052669,0.0841176150728815,-0.252237956956274,-0.0133290038307239,-1.52455430424516,0.8284822247519009,-2.77754875305471,-0.11984041762032499,0.16262655168401002,0.42939275243781105,0.0220343287134899,0.9073130894895931,2.65713232373873,0.113562258206319,0,0,0,0
MCG119397,Gm9774,A0A0A6YVU8,MCG119397 OS=Mus musculus GN=Gm9774 PE=4 SV=1,100043022,Gm9774,ENSMUSG00000042165.8,False,False,False,17,6,26,0,6,3,,0,,39.9,37.3,42.9,42.4,30.9,34.0,39.8,35.6,36.3,29.3,42.98479886177987,34.4293662556331,38.97298788879556,39.657080599152245,31.74865429620843,35.75441937102997,38.47907162077794,37.14237568159536,36.969738773709636,31.86266767754765,0.23005773428459086,-0.09012919591223145,0.08870571962564178,0.11380965459819858,-0.20707337838370599,-0.035647246195075866,0.07030517057456365,0.019297273895064748,0.012576028301319653,-0.2019017607883722,5.19569691613757,-0.0714836039061337,-0.0740051150537377,0.0551568181440407,0.0526353069964367,-0.549499982786134,-0.568883033674599,0.474040507977904,0.36935823031039605,0.596391037140896,0.58372456500262,0.6470638710998872,0.720631355903413,0.32884339708529303,0.8048051897251309,0,0,0,0
Translational activator of cytochrome c oxidase 1,Taco1,Q8K0Z7,Translational activator of cytochrome c oxidase 1 OS=Mus musculus GN=Taco1 PE=1 SV=1,70207,Taco1,ENSMUSG00000001983.7,True,True,False,33,7,19,6,7,11,,0,,89.9,122.2,126.7,113.0,109.0,89.4,112.3,104.6,83.0,90.3,96.85046159583987,112.79540365786501,115.10204115408852,105.68986103075953,111.99363489601032,94.0130909344141,108.57285786465734,109.13181169367624,84.5313586285923,98.1979143782441,-0.09223895427094497,0.1276384958036232,0.15684363341926844,0.0337671994899118,0.11734695552857044,-0.13513621899709705,0.07259370458387782,0.08000192132797057,-0.2885112413077815,-0.07230549557739963,6.6899259739852095,0.0849528253795819,-0.0623336813124578,0.196257534664988,0.0489710279729483,0.716213362853647,-0.525517724835706,1.8498901413832,0.37688876372648106,0.492510620142572,0.6122649159583751,0.0982752278549603,0.715224081667116,1.19410702952985,0.367301896686569,0,0,0,0
Endothelial differentiation-related factor 1,Edf1,Q9JMG1,Endothelial differentiation-related factor 1 OS=Mus musculus GN=Edf1 PE=1 SV=1,59022,Edf1,ENSMUSG00000015092.9,False,False,False,39,8,34,8,8,2,,0,,336.2,352.2,385.9,350.2,333.6,320.6,320.4,336.7,317.1,325.7,362.1927162238194,325.09444491243903,350.57519874793024,327.54503834488486,342.76217065421145,337.14314265741785,309.7661946557098,351.28758123576284,322.95052796538096,354.1867188592924,0.09983169411171033,-0.05606693552296349,0.052798097480648565,-0.04523254471814475,0.02028205396988092,-0.0035645853649324266,-0.1257461307470784,0.0557267355696105,-0.065612660777294,0.06758427599858052,8.400782029324269,-0.0125998437169095,0.0838881416529738,-0.0099502480195035,0.0865377373503797,-0.165222521266231,1.1000303320938898,-0.145879074506911,1.03590278232473,0.872518917341893,0.300629587999239,0.8873185939935351,0.327997609392449,0.5104360334664411,0.685245465988271,0,0,0,0
Mitochondrial amidoxime reducing component 2,Marc2,Q922Q1,Mitochondrial amidoxime reducing component 2 OS=Mus musculus GN=Marc2 PE=1 SV=1,67247,Marc2; Mosc2,ENSMUSG00000073481.9,True,False,False,23,10,37,6,10,1,,0,,552.4,692.0,656.5,671.3,628.9,544.3,608.8,579.1,557.3,537.6,595.1078418858948,638.7432023833272,596.4048146618715,627.8725992030874,646.1724494137696,572.3861901074002,588.5944422796383,604.1895999216817,567.5822429363191,584.6201414146626,-0.01571519967507662,0.08636970436124436,-0.012574424089027758,0.061605525115361104,0.10305291196734956,-0.07187746360305702,-0.031592408460912935,0.006135022423046976,-0.08403687361169965,-0.041366794427233344,9.23272251813294,0.0153674186548116,0.0119787208266935,0.0904508862031896,0.0870621883750715,0.24135668190655102,0.188134674870096,1.5882769620872301,1.24823788609456,0.8148334736303149,0.8550571346662951,0.147611443355407,0.24427631193106197,1.39098431378393,0.308964202117539,0,0,0,0
